revision_id,property_id,value_id,property_label,entity_label,old_value,old_value_label,new_value,new_value_label,label,old_value_description,new_value_description,llm_label
1751173756,1889,Q194426$3E5262AD-C76A-49BB-B8C4-FABFBDA025E7,different from,Dusky caenolestid,"""Q15622260""",Opryshoks,"""Q11242506""",highwayman,property_value_update,brigand and rebel movement in the Carpathians,"mounted robber who steals from travellers, an archaic term",property_value_update
28680379,141,q309228$ABE77CE8-2ADB-496B-B04D-AA6B34A04822,IUCN conservation status,Amastra tenuispira,"""Q123509""",extinction,"""Q237350""",extinct species,property_value_update,termination of a taxon by the death of its last member,IUCN conservation category,property_value_update
148604270,31,Q681$6a6dcc5e-439d-21e2-452e-22f6abeef32c,instance of,Warsaw University of Life Sciences,"""Q729296""",Technical University of Cluj-Napoca,"""Q3551857""",Technical University,property_value_update,university,Wikimedia disambiguation page,property_value_update
1172744019,20,q375915$9F2CAC61-C809-402E-BCAC-7E017A743EE4,place of death,Louis Cazamian,"""Q90""",Paris,"""Q1106543""",Saint-Haon-le-Châtel,property_value_update,capital city and largest city of France,"commune in Loire, France",property_value_update
786286079,27,Q336146$3cf1680b-d720-4561-a2e4-8d67be463a2c,country of citizenship,Abu al-Ghazi Bahadur,"""Q43""",Turkey,"""Q491106""",Khanate of Khiva,property_value_update,country in West Asia and Southeast Europe,former country,property_value_update
17719066,107,q193006$B0921EB8-BD2D-4A94-8182-58B85B36154D,Main type of item (entity) / Art des Objekts / Type principal,Oligochaeta,"""Q16521""",taxon,"""Q1969448""",term,property_value_update,"group of one or more organism(s), which a taxonomist adjudges to be a unit",word or phrase from a specialized area of knowledge,property_value_update
344689696,279,Q1713$dcf1e209-4bcb-c5aa-8720-e159db8ac3fd,subclass of,citation,"""Q1334113""",reference data type,"""Q121769""",reference,property_value_update,value that gives indirect access to e.g. a variable or register,"relationship between objects in which one object designates, or acts as a means by which to connect to or link to, another object",property_value_update
119306368,279,q209$4CB22432-256B-4B23-AA08-D3305FA1A2D3,subclass of,rectangle,"""Q1064389""",tangential quadrilateral,"""Q692086""",cyclic quadrilateral,property_value_update,quadrilateral whose sides are all tangent to a single circle interior to it,quadrilateral whose vertices can all fall on a single circle,property_value_update
680669422,19,Q34965$7514A954-0362-4DD2-8C85-104BBBE033A9,place of birth,Jeri Ellsworth,"""Q1003826""",Yamhill,"""Q1428""",Georgia,property_value_update,"city in Oregon, USA",state of the United States of America,property_value_update
217200820,991,Q215622$19304FC1-646D-4CC7-B81A-2B35B569A090,successful candidate,2010 United Kingdom general election,"""Q192""",David Cameron,"""Q9626""",Conservative Party,property_value_update,British politician (born 1966),centre-right to right-wing political party in the United Kingdom,property_value_update
6148465,20,q229434$9E06ED7A-2CC9-4528-976D-ED4A27DDE0EE,place of death,Bona Sforza,"""Q200453""",Bari people,"""Q3519""",Bari,property_value_update,"ethnic group in the Democratic Republic of the Congo, South Sudan, and Uganda","Italian city, capital of the Apulia region",property_value_update
2117553247,171,Q193498$35490554-02AC-46CE-8B0B-D20038B92769,parent taxon,Allium ascalonicum,"""Q23485""",Allium cepa,"""Q49391""",Allium,property_value_update,species of plant,Genus of flowering plants,unrefinement
1103101245,840,Q386305$874915BF-95EA-441A-95EF-CD657807EF07,narrative location,The First Man,"""Q218272""",French Algeria,"""Q262""",Algeria,property_value_update,French colony in Northern Africa from 1830 to 1962,country in North Africa,property_value_update
238743046,27,Q257879$47A480F0-1749-40BE-82C2-3886EAAE0663,country of citizenship,Lev Artsimovich,"""Q15180""",Soviet Union,"""Q34266""",Russian Empire,property_value_update,former country in Eurasia (1922–1991),former empire in Eurasia and North America (1721–1917),property_value_update
1820313350,190,Q33342$CB5BFD8A-9F22-432C-BF7A-E43D9D1B4135,twinned administrative body,Bila Tserkva,"""Q156724""",Kremenchuk,"""Q106281""",Tarnów,property_value_update,city in central Ukraine,City with powiat rights of Poland,property_value_update
584079417,136,Q130585$28674A3A-4B3E-4AC5-B8B5-D8C811D36196,genre,Supernatural,"""Q132311""",fantasy,"""Q40831""",comedy,property_value_update,"genre of speculative fiction set in a fictional universe, often inspired by real world myth and folklore",genre of works intended to be humorous,property_value_update
126081783,19,q9696$67F44F94-EC13-461C-924C-66F8955D4FFE,place of birth,John F. Kennedy,"""Q9046713""",Muricaria,"""Q49142""",Brookline,property_value_update,genus of plants,"town in Massachusetts, United States",property_value_update
140268634,132,q268949$AB1F3540-D2DB-441F-9093-63E4F494C37A,type of administrative division,Kanem Department,"""Q271175""",Lee McConnell,"""Q2711758""",department of Chad,property_value_update,Scottish athlete,administrative territorial entity of Chad,property_value_update
1304487629,1303,Q275927$E14A5E22-6A66-471A-95C5-2EBF8AAA95EF,instrument,Randy Crawford,"""Q27939""",singing,"""Q17172850""",voice,property_value_update,act of producing musical sounds with the voice,human voice as musical instrument,property_value_update
284575453,27,Q130531$EF21A6D3-2CC4-4B02-9900-332495DF66D5,country of citizenship,Hieronymus Bosch,"""Q55""",Netherlands,"""Q159856""",Duchy of Brabant,property_value_update,country in Northwestern Europe with territories in the Caribbean,State of the Holy Roman Empire,property_value_update
5796928,17,q10557$62771AEB-38EB-42C5-97AA-32274BE838A7,country,Swabia,"""Q675430""",new states of Germany,"""Q183""",Germany,property_value_update,five re-established states in former East Germany that acceded to the Federal Republic of Germany with its 10 states upon German reunification on 3 October 1990,country in Central Europe,property_value_update
756271179,27,q214966$17F05812-780B-4D3F-BB1B-8F394C9D36EF,country of citizenship,"Frederick Ferdinand, Duke of Anhalt-Köthen","""Q183""",Germany,"""Q38872""",Prussia,property_value_update,country in Central Europe,"common term for the Duchy, the Kingdom and the Free State of Prussia (1525–1947)",property_value_update
596599323,31,Q219412$220F648A-B2D0-4484-8699-2718E0DDA0C6,instance of,Huitzilopochtli,"""Q32066628""",Aztec deity,"""Q1183652""",cuteness,property_value_update,deity of Aztec mythology,subjective term describing a type of attractiveness commonly associated with youth and appearance,property_value_update
10298134,127,q866$0DDE4CC5-D67C-40A8-9E19-58B1E85FB719,owned by,YouTube,"""Q9366""",Google Search,"""Q95""",Google,property_value_update,search engine by Google LLC,"American multinational technology company, a subsidiary of Alphabet Inc.",property_value_update
421370413,286,q19490$25EEBF0F-6D98-48D4-B36F-8B36AF6AE693,head coach,Nottingham Forest F.C.,"""Q863076""",Billy Davies,"""Q746357""",Philippe Montanier,property_value_update,Scottish association football player and manager (born 1964),French football manager and former player (born 1964),property_value_update
781157954,140,Q9130$2f71a8e9-ccd4-4fb4-b8d4-5457d252b0b0,religion or worldview,Erwin Schrödinger,"""Q1841""",Catholicism,"""Q13211738""",atheist,property_value_update,Christian doctrine professed by the Catholic Church,person who adheres to atheism,property_value_update
1757359722,22,Q313224$2584326a-4dfb-3d5f-cca9-a4ec9ff848a2,father,Baasha,"""Q2590260""",Ahijah the Shilonite,"""Q114841071""",Ahijah,property_value_update,biblical prophet in the Old Testament (First Book of Kings),Father of King Baasha of Israel,property_value_update
1175941230,2359,Q380857$3EC7567C-E418-46A1-A7E1-CC0506EEEF5B,nomen gentilicium,Aemilia Scaura,"""Q380886""",Aemilia gens,"""Q32979104""",Aemilia,property_value_update,Roman gens,ancient Roman nomen,property_value_update
6825851,106,q203268$FD669DBC-3E33-4A22-B8A1-F63D3AF90F6C,occupation,Michael C. Hall,"""Q3201435""",The Actor,"""Q33999""",actor,property_value_update,film directed by Mohsen Makhmalbaf,"person who acts in a dramatic or comic production and works in film, television, theatre, or radio",property_value_update
2261807414,1142,Q106258$aab46e63-46dc-69c5-90a2-52534406ac6a,political ideology,Adolf Schmidt,"""Q16003550""",pacifist,"""Q58848""",pacifism,property_value_update,person commited to pacifism,opposition to war and violence,property_value_update
370574678,412,Q43432$B8948736-3C56-4E84-8504-633EA45BD9E3,voice type,Justin Timberlake,"""Q27914""",tenor,"""Q223166""",countertenor,property_value_update,"voice type, male singing voice",high classical male singing voice,refinement
1984781079,37,Q49683$c340344a-437d-ce40-26a3-65a1b47fb7af,official language,Grand Duchy of Lithuania,"""Q9083""",Lithuanian,"""Q397""",Latin,property_value_update,Baltic language spoken in Lithuania,Indo-European language of the Italic branch,property_value_update
955417548,286,Q182740$F9F6BBBE-A85C-4FC3-879C-A8C05FF163CE,head coach,Serbia men's national football team,"""Q294351""",Siniša Mihajlović,"""Q167398""",Mladen Krstajić,property_value_update,Serbian football player and manager (1969–2022),Serbian football manager and former footballer,property_value_update
10499186,27,q230874$9F08F046-E9B1-425C-B839-C173EC0A2E21,country of citizenship,Anna Hazare,"""Q6019237""",India East Syriac ecclesiastical province,"""Q668""",India,property_value_update,ecclesiastical province of the Church of the East (East Syriac ecclesiastical province),country in South Asia,property_value_update
2078657341,20,q188962$4EC887E3-A823-4D99-923D-2E678D686A86,place of death,James Naismith,"""Q493840""",Lawrence,"""Q64""",Berlin,property_value_update,"city in and county seat of Douglas County, Kansas, United States","federated state, capital and largest city of Germany",property_value_update
71164720,910,Q7075$0D6297E3-11E2-41FE-A6C0-1974D96BD835,topic's main category,library,"""Q6940443""",Category:Libraries by country,"""Q8588607""",Category:Libraries,property_value_update,Wikimedia category,Wikimedia category,unrefinement
1334065030,31,Q180012$1faf323a-414f-6ec0-eac2-7fcce43c7088,instance of,Behistun Inscription,"""Q333109""",Überrest,"""Q22022298""",rock relief,property_value_update,term from the German historical scholarship: a \inadvertently\ produced source,relief sculpture carved into solid rock,property_value_update
2350858490,527,Q204752$71943513-6365-4FD5-A486-52026E52C9FB,has part(s),Danish Superliga,"""Q641710""",2009 Tippeligaen,"""Q1086989""",2009–10 Danish Superliga,property_value_update,football tournament season,20th season of the Danish football championship,property_value_update
585992796,19,q77073$4D10D775-F159-4FDB-9F14-DCBC07BC387A,place of birth,Lothar Meyer,"""Q10712983""",Vare,"""Q496056""",Varel,property_value_update,"settlement in Varberg Municipality, Sweden","town in the district of Friesland, in Lower Saxony, Germany",property_value_update
520082027,27,Q328341$9D840A2A-4818-4085-AE52-CBD0FCF89A7F,country of citizenship,Robert Smithson,"""Q18418541""",Chile,"""Q30""",United States,property_value_update,"bus station in Buenos Aires, Argentina",country located primarily in North America,property_value_update
1883096842,1196,Q62924$25AD203F-0A3B-4939-B670-A076C8D53A56,manner of death,Franz Bäke,"""Q171558""",accident,"""Q21142718""",accidental death,property_value_update,unforeseen event that causes damage to a person or property,non-natural manner of death; in which victims die in an accidental way,refinement
1450678254,910,Q8678$FF2E95AF-4678-4BBC-B1B9-8D762E440CF3,topic's main category,Rio de Janeiro,"""Q8663409""",Category:Rio de Janeiro (city),"""Q15216302""",Category:Rio de Janeiro,property_value_update,Wikimedia category,Wikimedia disambiguation category,refinement
418455869,17,q185318$655B0126-632C-4BFF-BEB3-6227DDE57B3A,country,Mount Carmel,"""Q23792""",Palestine,"""Q6087896""",Israel Kibirige Ssebunya,property_value_update,geographic region in western Asia,Ugandan academic,property_value_update
7080362,106,q9358$CAB96E80-F494-4E8C-9EA8-5AFD52C0E123,occupation,Friedrich Nietzsche,"""Q2489642""",list of philosophers,"""Q4964182""",philosopher,property_value_update,Wikimedia list article,person with an extensive knowledge of philosophy,property_value_update
7185253,19,q455126$217E6DE6-21F9-43D7-A15C-69F8934E3D01,place of birth,Torild Skogsholm,"""Q4380750""",Bodø Main Air Station,"""Q39383""",Bodø,property_value_update,"military air base in Bodø, Norway","settlement in Bodø Municipality, Norway",property_value_update
318339038,1995,Q12202$A6328F02-8817-4C62-8B05-66B73AEF32C2,health specialty,stroke,"""Q10379""",cardiology,"""Q83042""",neurology,property_value_update,branch of medicine dealing with disorders of the heart as well as parts of the circulatory system,medical specialty dealing with disorders of the nervous system,property_value_update
2251950126,735,Q72717$52A3E574-D2D7-470D-9FBB-710A7BBBD7D5,given name,Elia Kazan,"""Q16947019""",Elia,"""Q11878157""",Elias,property_value_update,unisex given name,male given name,property_value_update
2143738328,1399,Q70757$11e5b076-4fa6-41ee-970d-9351865eb91c,convicted of,Anton Kaindl,"""Q135010""",war crime,"""Q173462""",crime against humanity,property_value_update,individual act constituting a serious violation of the laws of war,grave wrongful act as part of a widespread or systematic attack directed against any civilian population,property_value_update
745657613,607,Q110810$E2333C06-7E46-4A86-AFB5-917A93B06B70,participated in conflict,Ernst Zörner,"""Q361""",World War I,"""Q362""",World War II,property_value_update,"global war originating in Europe, 1914–1918",1939–1945 global conflict,property_value_update
1344156324,1346,Q225137$158723be-4e12-715a-0e3e-2de952db160d,winner,2007 America's Cup,"""Q6116316""",Alinghi (SUI 100),"""Q688545""",Alinghi,property_value_update,Competition sailboat,Sailing competition syndicate,property_value_update
9812127,17,q1800$6AED0A65-AAA7-4486-8760-69CEE59D092B,country,Kochi,"""Q6019237""",India East Syriac ecclesiastical province,"""Q6019242""",India,property_value_update,ecclesiastical province of the Church of the East (East Syriac ecclesiastical province),British Army battle honour,property_value_update
51531499,20,q3044$e284e639-4724-1260-1481-ffed6a12fb76,place of death,Charlemagne,"""Q1007920""",Aachen I,"""Q1017""",Aachen,property_value_update,electoral constituency,"city in North Rhine-Westphalia, Germany",property_value_update
500809476,136,Q387259$91DA49AF-74AB-4D76-BA00-46D94F585473,genre,De Bello Africo,"""Q309""",history,"""Q30277550""",historiography,property_value_update,past events and their tracks or records,"written body or collection of historical research works on a particular subject realized by historians, also included among their own objects of studies",property_value_update
1329724623,141,q170598$5400C01F-EB41-45D9-BC93-127D5BAB04ED,IUCN conservation status,Andean Condor,"""Q719675""",Near Threatened,"""Q278113""",Vulnerable,property_value_update,IUCN conservation category,IUCN conservation category,property_value_update
276753031,47,Q83243$60934228-45df-c54e-b2c8-724206d61c6a,shares border with,Jebsheim,"""Q325085""",Holtzwihr,"""Q148166""",Riedwihr,property_value_update,"former commune in Haut-Rhin, France","former commune in Haut-Rhin, France",property_value_update
2017788811,27,Q272464$C261A41E-FDE8-4B02-A9FA-5D56A506C778,country of citizenship,Princess Elisabeth of Thurn and Taxis,"""Q183""",Germany,"""Q154195""",Kingdom of Bavaria,property_value_update,country in Central Europe,"kingdom in Central Europe between 1806 and 1918, from January 1871 part of the German Empire",property_value_update
402338961,279,Q56019$89c449f9-4e34-b2a9-660e-46ba7f81101e,subclass of,military rank,"""Q4120621""",rank,"""Q526719""",ranking,property_value_update,level in a hierarchy,process of ordering items in a set by criteria,property_value_update
761054107,19,Q307701$38F86EA9-F7A0-4F3C-BC1E-0F29AA9BE889,place of birth,Abdalá Bucaram Ortiz,"""Q2900""",Quito,"""Q43509""",Guayaquil,property_value_update,capital of Ecuador,city of Ecuador,property_value_update
1292517291,140,Q104622$0f9622ca-4a10-476a-ad14-cbd6a7124c17,religion or worldview,Tawakkol Karman,"""Q1841""",Catholicism,"""Q47740""",Muslim,property_value_update,Christian doctrine professed by the Catholic Church,adherent of the religion of Islam,property_value_update
1819101472,97,Q333662$cf63da59-8d90-46e0-8240-cd7aed9cec2a,noble title,"Thomas Osborne, 1st Duke of Leeds","""Q185902""",viscount,"""Q927300""",Duke of Leeds,property_value_update,title of nobility,title in the Peerage of England,property_value_update
2210968762,27,q61431$DB6223EC-E3AF-44D2-B62A-6470EA942EC0,country of citizenship,Ernest Frederick of Saxe-Coburg-Saalfeld,"""Q183""",Germany,"""Q700663""",Saxe-Coburg-Saalfeld,property_value_update,country in Central Europe,"Saxon duchy, 1735–1826",property_value_update
1734615861,31,Q188806$552810fb-4add-9431-40b0-0d3210902f9f,instance of,Kitakyushu,"""Q2264924""",port city,"""Q494721""",city of Japan,property_value_update,city or town which has a port,administrative division of Japan,property_value_update
1569689976,190,Q33292$B49AC5CD-148C-4429-89D8-0084C6EFD6ED,twinned administrative body,Berdiansk,"""Q33292""",Berdiansk,"""Q106583""",Bielsko-Biała,property_value_update,City and seaport in Ukraine,"city in Silesian Voivodeship, Poland",property_value_update
1695307434,27,Q2607$4aceb8f2-412f-668f-7fd4-60e107ce3ed1,country of citizenship,Erich Honecker,"""Q851""",Saudi Arabia,"""Q183""",Germany,property_value_update,country in West Asia,country in Central Europe,property_value_update
11388118,19,q78383$322E3E20-92C2-459B-8C28-0014816B2EE5,place of birth,Christian Alvart,"""Q656255""",Jugenheim in Rheinhessen,"""Q1305986""",Jugenheim,property_value_update,municipality of Germany,"part of Seeheim-Jugenheim in Darmstadt-Dieburg district, Hesse, Germany",refinement
2005601193,127,Q417431$BC7DD8BB-D1DB-4F46-AA23-B458C38F4E96,owned by,Aker Solutions,"""Q4700632""",Aker Holding,"""Q417391""",Aker,property_value_update,,Norwegian company,refinement
787071030,106,Q460125$a8fd31f3-4dd6-2c82-3bac-e13fbf858a8d,occupation,Ambush Bug,"""Q2873500""",adventurer,"""Q188784""",superhero,property_value_update,person who seeks adventures,type of stock character usually possessing \supernatural or superhuman powers\ and dedicated to protecting the public,property_value_update
5821575,19,q368226$08B32EE5-734D-404E-89F5-A5CE7CB49841,place of birth,Milan Bandić,"""Q3118167""","Grude, Hadžići","""Q1017931""",Grude,property_value_update,village in Bosnia and Herzegovina,town in Bosnia and Herzegovina,property_value_update
1387302851,31,q9674$fecfec87-4ef6-5fb5-652c-796d2c4987e5,instance of,2010 Winter Olympics,"""Q82414""",Winter Olympic Games,"""Q27020041""",sports season,property_value_update,major international multi-sport event,"season of a sports league or competition, generally a specific one year period",property_value_update
6725806,106,q359689$F76E7C80-766A-4543-9190-869DD9640AB7,occupation,Shaul Mofaz,"""Q1423891""",Christian minister,"""Q83307""",minister,property_value_update,function of service in Christianity,"politician who holds significant civil public office in a national or regional government, generally heading a ministry",property_value_update
672633119,527,Q7733$02b80fac-4069-fa60-f087-53a948082d97,has part(s),New York City Subway,"""Q22981655""",4 Train,"""Q126163""",4,property_value_update,instrumental track by Lloyd Cole; 2001 studio recording,New York City Subway service,property_value_update
2113780610,31,Q191682$c64642ba-4bd4-c451-1a2a-e3cf756bba3d,instance of,decomposition,"""Q1408288""",manufacturing process,"""Q2055044""",list of manufacturing processes,property_value_update,processes of production technology in which products from other goods are created,Wikimedia list article,property_value_update
921835386,136,Q324096$7398898a-4831-4f07-9260-c7314c018af7,genre,Jacob Binck,"""Q134307""",portrait,"""Q5448026""",figure painting,property_value_update,artistic representation of one or more persons,genre of painting,refinement
540907728,410,Q62213$37A3470A-4ECB-4101-9D69-BAB590BAF508,military or police rank,Hellmuth Stieff,"""Q152956""",brigadier general,"""Q16009153""",generalmajor,property_value_update,military rank in many countries,military rank of the German Bundeswehr,refinement
1396853692,264,q368668$038A9B11-7688-47B8-BA97-85B6BF678C10,record label,The Miracle,"""Q183412""",EMI,"""Q193023""",Capitol Records,property_value_update,defunct British music recording and publishing company,American record label,property_value_update
221718763,27,Q144303$039a3049-48ba-1ee0-f9d1-a7cc6df33cdc,country of citizenship,Lyudmila Gubkina,"""Q184""",Belarus,"""Q15180""",Soviet Union,property_value_update,country in Eastern Europe,former country in Eurasia (1922–1991),property_value_update
649476737,31,Q249960$0ced60b2-49e9-1cba-6c87-3859e256745f,instance of,Chouannerie,"""Q7278""",political party,"""Q8465""",civil war,property_value_update,organization that seeks to influence government policy and actions and be elected to directly take part on government or legislation,war between organized groups within the same sovereign state or republic,property_value_update
898734013,106,Q230430$C5BD769F-B17A-4AAA-BEB5-92A432BA15EE,occupation,Ai Takahashi,"""Q2259451""",stage actor,"""Q177220""",singer,property_value_update,actor who performs live before an in-person audience,person singing for a listening audience,property_value_update
1788044953,735,Q257706$A24C5DAD-15EB-4593-BD2C-56E0D2BF5A7E,given name,Euphrosyne of Polotsk,"""Q3734209""",Eufrosina,"""Q29551454""",Euphrosyne,property_value_update,female given name,female given name,property_value_update
1019864927,101,Q315349$b07b780c-c7a0-4b30-8b18-f0eeaaf05e10,field of work,Terry Eagleton,"""Q5891""",philosophy,"""Q459381""",literary theory,property_value_update,"study of the truths and principles of being, schools of thought, knowledge, or conduct",systematic study of the nature of literature,property_value_update
756369782,97,Q394709$1f962b49-7fd0-4b2d-bab1-6f604b348bc0,noble title,Isabella of Burgundy,"""Q16511993""",queen,"""Q119076""",list of German queens,property_value_update,class of female monarch,Wikimedia list article,property_value_update
1373119428,1411,Q189490$1348B473-7124-4050-B682-738E3148453D,nominated for,Jennifer Lawrence,"""Q106301""",Academy Award for Best Supporting Actress,"""Q103618""",Academy Award for Best Actress,property_value_update,award presented annually by the Academy of Motion Picture Arts and Sciences,award presented annually by the Academy of Motion Picture Arts and Sciences,property_value_update
1291199105,509,Q57774$B3C49607-6BD6-4153-A0F3-50C809C1EB15,cause of death,Klaus Nomi,"""Q28608836""",AIDS related disease,"""Q12199""",AIDS,property_value_update,non-neoplastic or neoplastic disorder arising as a result of the immunologic defects caused by Autoimmune Deficiency Syndrome,spectrum of conditions caused by HIV infection,property_value_update
284260750,105,q282487$A1BF5740-DF5B-47C4-831A-A8D272E9F1B9,taxon rank,Archosauriformes,"""Q2007442""",infraclass,"""Q713623""",clade,property_value_update,taxonomic rank,group of a common ancestor and all descendants,property_value_update
83779551,421,q25279$649e2550-49c5-a485-7c49-bbe1046631aa,located in time zone,Curaçao,"""Q5762""",UTC−04:00,"""Q2085376""",Atlantic Time Zone,property_value_update,identifier for a time offset from UTC of −4,time zone observing UTC−04:00 during standard time and UTC−03:00 during daylight saving time,property_value_update
214977108,27,Q344063$96C8CF16-8591-4276-AF4B-CAA8E72CF2F0,country of citizenship,Dmitry Sitkovetsky,"""Q159""",Russia,"""Q15180""",Soviet Union,property_value_update,country in Eastern Europe and Northern Asia,former country in Eurasia (1922–1991),property_value_update
1777856520,159,Q210692$B7126CB5-29B0-4258-BB34-E5C457BEC241,headquarters location,A Just Russia,"""Q649""",Moscow,"""Q1899""",Kyiv,property_value_update,capital and most populous city of Russia,capital and largest city of Ukraine,property_value_update
1387673527,131,Q301969$2b405d13-4987-13a9-4539-29c8e6a7815d,located in the administrative territorial entity,Munich–Treuchtlingen railway,"""Q10544""",Munich,"""Q10500""",Dachau,property_value_update,"rural district in Upper Bavaria, Bavaria, Germany","district of Upper Bavaria, Germany",property_value_update
496444966,54,Q312036$4F10D8FF-9DB5-4077-8AA3-06AFA1D93036,member of sports team,Yannis Fetfatzidis,"""Q44441""",Al-Ahli Saudi FC,"""Q2829200""",Al-Ahli,property_value_update,"football Club in Jeddah, Saudi Arabia",Jordanian football club,property_value_update
10519314,21,q312183$7B4EB4BB-FE56-4FBB-8709-055B33FF1630,sex or gender,Mamadou Sakho,"""Q44148""",male organism,"""Q6581097""",male,property_value_update,male animal or plant,to be used in sex or gender (P21) to indicate that the human subject is a male or semantic gender (P10339) to indicate that a word refers to a male person,refinement
205815954,279,Q177826$0efed5d6-4f3a-61eb-59e0-e297ae5b4051,subclass of,clergy,"""Q1423891""",Christian minister,"""Q16334295""",group of humans,property_value_update,function of service in Christianity,any set of human beings,unrefinement
1543614393,106,Q200890$7d3c03a6-4e02-c2ca-7889-d0ec0a7cff2d,occupation,Vivian Maier,"""Q936969""",nanny,"""Q472898""",wet nurse,property_value_update,person employed to take care of employer's children in the employer's home,woman employed to breastfeed and care for another's child,property_value_update
2235731568,853,Q150180$8610b7d9-4ae7-e706-0347-7f9ca5e0d529,CERO rating,Fire Emblem: The Blazing Blade,"""Q11389850""",A (All ages),"""Q127986181""",All Ages,property_value_update,CERO video game content rating,former CERO video game content rating,property_value_update
29980841,71,q177856$2c3959d0-4baa-ed7e-7f7c-62ac5f754479,family,Griffon Vulture,"""Q5829051""",Category:Accipitridae,"""Q25510""",Accipitridae,property_value_update,Wikimedia category,family of birds,property_value_update
253424944,106,q311750$1921A6AE-8A34-4277-B234-42D84484726C,occupation,Penn Badgley,"""Q4677718""",Actor model and process calculi,"""Q33999""",actor,property_value_update,closely related approaches within computer science,"person who acts in a dramatic or comic production and works in film, television, theatre, or radio",property_value_update
60835968,361,q18623$487a12cc-49eb-cc95-e68c-fc3c1e7b0bac,part of,1943,"""Q4630828""",Mormonism in the 20th century,"""Q6927""",20th century,property_value_update,,"time period between January 1, 1901, and ended on December 31, 2000",property_value_update
1799320283,31,Q207641$3e98364a-471b-d1cd-065a-37f904db57e4,instance of,Serrungarina,"""Q1134686""",frazione,"""Q115740682""",municipio,property_value_update,territorial subdivision of a comune in Italy,administrative divisions of Italy,property_value_update
977543516,19,Q328039$928F2EA6-5BFE-45D2-BD1E-B1927BD08969,place of birth,Miguel Ángel Martín,"""Q2807""",Madrid,"""Q12246""",Huelva,property_value_update,capital of Spain,"municipality and capital city of the Province of Huelva, Spain",property_value_update
1179520163,735,Q462473$c0937efc-4dd4-70c4-edcc-294ad7867767,given name,Willeke Alberti,"""Q416744""",Willy,"""Q46993311""",Willeke,property_value_update,Wikipedia disambiguation page,female given name,property_value_update
1755995944,735,q233205$6E70D414-758E-4637-A2B4-5B5AB6692FEB,given name,Aaron Ciechanover,"""Q66615366""",Aharon / Aaron,"""Q905085""",Aaron,property_value_update,male given name,male given name,refinement
2210280206,166,Q41390$013b785b-488a-bf01-a432-be56174dbf11,award received,Kurt Gödel,"""Q1287930""",Albert Einstein World Award of Science,"""Q577432""",Albert Einstein Award,property_value_update,Recognition and encouragement for scientific and technological research and development.,American science award for achievements in the natural sciences (1951–1979),property_value_update
836361069,166,Q319396$8529988E-92B9-43D8-90BB-D050427AFDAD,award received,Miklós Rózsa,"""Q22752868""",Academy Award for Best Original Dramatic or Comedy Score,"""Q22235329""",Academy Award for Best Original Dramatic Score,property_value_update,,,refinement
6522419,19,q134165$DB54CCC8-87E9-42FF-9492-9D084EB1383E,place of birth,Oscar Niemeyer,"""Q475557""",SS Rio de Janeiro,"""Q41428""",Rio de Janeiro,property_value_update,cargo steamship,state in the Southeast Region of Brazil,property_value_update
738320163,106,Q318508$788527BB-21F6-4491-A9E2-79DE2D2D3E8C,occupation,Andrés Manuel López Obrador,"""Q82955""",politician,"""Q1921011""",president-elect,property_value_update,person who holds or seeks positions in government,person elected president who has yet to take office,refinement
14682773,20,q24524$D221DA75-A7A1-44E0-B2B3-D96C2D05A136,place of death,Karl von Harrach,"""Q992285""",Prag,"""Q1085""",Prague,property_value_update,,capital city of the Czech Republic,property_value_update
5846211,25,q124682$C4A03ACF-7AF4-42A4-AEC6-4819B923BEED,mother,"Valentina Visconti, Duchess of Orléans","""Q2363495""","Isabella of Valois, Duchess of Bourbon","""Q229901""",Isabella of Valois,property_value_update,French princess,Queen consort of England,unrefinement
680957913,155,q115446$25117F90-D9B7-4717-B9FE-CC638235D70A,follows,5th millennium,"""Q115439""",4th millennium BC,"""Q49860""",4th millennium,property_value_update,millennium between 4000 BC and 3001 BC,millennium,refinement
940304159,26,Q84412$e64cc11b-48f7-bd80-32df-59898dccefd9,spouse,Wilhelm Reich,"""Q36346772""",Ilse Ollendorf,"""Q20752182""",Elsa Lindenberg,property_value_update,peace activist (1909-2008),German dancer,property_value_update
1341710098,108,Q318057$65569529-423b-1024-c5f2-e1b95c13c25d,employer,Paolo Ruffini,"""Q174736""",destroyer,"""Q1500182""",USS Texas,property_value_update,warship type designed for escort duties against smaller vessels,1912 New York-class battleship,property_value_update
6029062,47,q1006$5F9CB8FE-D278-4583-8978-4B71DC665063,shares border with,Guinea,"""Q31101""",Liberia Canton,"""Q1014""",Liberia,property_value_update,"canton in Guanacaste province, Costa Rica",sovereign state in West Africa,property_value_update
31659458,26,q9458$0e4caf7a-48fd-fc41-e00c-30230160c7bb,spouse,Muhammad,"""Q4699129""",Aisha bint Ahmad al-Qurtubiyya,"""Q4730963""",Aisha,property_value_update,Andalusian writer and poet,Muhammad's third wife (c. 613/614 – 678),property_value_update
1042472396,106,Q174791$40B7D2A1-B502-4292-BF5E-01742686A1A6,occupation,Mahmud II,"""Q1097498""",ruler,"""Q2304859""",sovereign,property_value_update,person who reigns over a certain region or country,leader of a monarchy,property_value_update
